instruction,action
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. You will pass by a small park on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Watch out for pedestrians crossing the street near the park entrance.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. You'll pass by the red brick church on your right - that's your landmark to confirm you're on the right track.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic from the left and take the second exit, following the signs for downtown. Look out for pedestrians crossing the street as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left and take the second exit to continue on the main road. Look out for pedestrians crossing the street near the statue on your right.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic, and then take the second exit to continue on Main Street. Look out for the blue building on your right as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left, then proceed straight through the second exit towards the residential area. Look for the green sign indicating 'Maple Street' on your right.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the tall clock tower on your right as a landmark for the correct exit.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the blue office building. Signal left before the traffic lights and make a smooth left turn onto Main Street.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit towards the residential area. Look out for pedestrians crossing the street near the park entrance.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to traffic already in the circle, then take the second exit towards the residential area. Watch out for pedestrians crossing the street on the zebra crossing near the community park.""",['Take Exit']
"""Proceed straight through the roundabout, taking the second exit towards downtown. Look out for the tall clock tower on your right as a landmark indicating you are on the correct route. Once past the tower, prepare to make a left turn at the traffic light intersection.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic from the left before smoothly entering the first exit to your right. Watch for pedestrians in the crosswalk as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the city center. Look out for the statue of the town's founder on your right as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards downtown. Look out for the tall clock tower as a landmark to ensure you're on the correct path.""",['Take Exit']
"""Approaching the traffic circle, yield to the vehicles already in the roundabout, then take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Maple Street. Look out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the blue building on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic on your left and take the second exit towards the city center. Look for the clock tower as a landmark to confirm you're on the correct route.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic, then take the third exit and continue straight on Maple Street until you reach the traffic light at the intersection with Elm Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to any traffic already inside, then take the second exit to continue on Main Street. Look out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle and take the second exit to continue on the main road. Look out for pedestrians crossing at the crosswalk on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle, then take the second exit. Continue straight on Maple Street until you reach the park with the large fountain on your right, then make a left turn.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards the residential area. Look out for pedestrians crossing the street as you navigate through the community park ahead.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight through the intersection with the traffic lights. You will then approach a pedestrian crossing, be prepared to slow down and yield to pedestrians.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look out for the clock tower on your right as a reference point.""",['Take Exit']
"""Proceed through the roundabout and take the third exit onto Main Street. Look out for the park on your right-hand side, that's your landmark for the upcoming left turn at the traffic lights.""","['Turn Left', 'Take Exit']"
"""Approaching the traffic circle, take the second exit and continue on the main street. Look out for the pedestrian crossing ahead and be prepared to yield if necessary.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, heading towards the mountains. Once you reach the intersection with the traffic lights, make a left turn and continue along the scenic route next to the river.""","['Turn Left', 'Take Exit']"
"""Approaching the roundabout, take the second exit and continue straight ahead on Main Street, passing the park on your right. Watch for pedestrians at the crosswalk ahead and proceed with caution.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approach the roundabout and take the second exit, heading towards the mountains. Look for the blue water tower on your right to make sure you're on the correct road.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for pedestrians crossing.""",['Take Exit']
"""Approaching the bridge, reduce speed and stay in the right lane to make a slight left turn onto the coastal highway. You'll know you're on the right path when you see the famous lighthouse on your right side.""",['Slow Down']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit to continue on the main road. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, stay in the left lane and take the second exit. Once you exit, continue straight until you reach the traffic light at Main Street. Turn left at the traffic light and proceed for two blocks before making a right turn onto Elm Avenue.""",['Take Exit']
"""Take the upcoming roundabout and exit at the third turn, which will lead you to the scenic coastal drive. Stay in the right lane to navigate smoothly through the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the traffic circle, stay in the left lane and take the second exit. You will then see a green pedestrian bridge overhead, proceed straight ahead towards it.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic coming from your right, then take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to continue on Maple Avenue. You'll pass the park on your right before reaching the next set of traffic lights.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit onto Main Street. Continue straight until you reach the traffic light at the intersection with Oak Avenue, then make a left turn.""",['Take Exit']
"""Approaching the roundabout, stay in the right lane and take the second exit towards the city center, where you'll see the clock tower on your right. Proceed straight ahead until you reach the pedestrian crossing, then come to a complete stop to allow pedestrians to cross safely.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards downtown. Look out for the clock tower on your right as a landmark signal to continue straight ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look for the blue building on the right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for pedestrians crossing at the zebra crossing.""",['Take Exit']
"""Proceed through the roundabout, taking the second exit which leads you to the main street with the clock tower on your right. Watch for pedestrians crossing the road as you approach the traffic signal ahead.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards the downtown area. Look out for the tall clock tower on your right as a landmark for confirmation.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look out for the blue building on the right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already circulating and take the second exit onto Main Street. Watch out for pedestrians crossing the road near the fountain.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside, then take the second exit following signs for the city center. Look out for pedestrians crossing.""",['Take Exit']
"4. ""In 500 meters, make a left turn at the traffic lights onto Maple Street. Look out for the park on your right as a landmark for the turn.""",['Turn Left']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on Main Street. You will see the park on your right as you follow the curve.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Watch for pedestrians crossing the street as you proceed.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards the city center. Look out for the tall clock tower on your right as a landmark to guide you in the correct direction.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit towards the scenic route. Watch for the blue sign with the mountain symbol as a guide for the correct turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left, then take the second exit as you continue on the main road.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch for pedestrians at the crosswalk as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and then follow the signs for downtown. Look out for the tall clock tower on your right as a visual indicator that you're on the correct route.""",['Take Exit']
"""Approaching the roundabout, navigate to the second exit and continue straight ahead on Main Street until you reach the traffic light at the hospital entrance.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit, and watch out for pedestrians crossing the street. After exiting, proceed straight ahead towards the bridge over the river, and maintain a steady speed until you reach the traffic lights at the junction.""","['Take Exit', 'Go Straight', 'Accelerate']"
"""Approaching the upcoming roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the blue signage indicating the exit.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look for the street sign for 'Oak Street' as you exit the roundabout, then proceed straight ahead for two blocks towards the yellow building on the right side.""","['Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to the vehicles already in the circle and then take the second exit. You'll see a large park on your right as you proceed.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle, then take the second exit towards downtown. Look for the tall clock tower, that's your landmark to make the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the park entrance sign on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit towards the downtown area. Look out for the landmark church on the corner as you make the turn.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit to continue on Main Street. You will pass the famous town sculpture on your right.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to vehicles already inside, then take the second exit towards the residential area. Watch for pedestrians crossing the street as you navigate through.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit. After that, drive past the park on your right and then make a left turn at the next traffic light.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards the downtown area. Watch for pedestrians crossing the street near the fountain in the center as you exit the roundabout.""",['Take Exit']
"4. ""In 500 meters, make a left turn at the traffic light just after the white picket fence. After turning, proceed straight for two blocks, then make a right at the statue of the famous local artist.""",['Turn Left']
"""Approach the roundabout and take the second exit, heading towards the downtown area. Look out for the tall clock tower on your right, as that's a good landmark to indicate you're on the right track.""",['Take Exit']
"""Take the upcoming left turn after the traffic light, and follow the winding road until you reach the bridge. Once you're on the bridge, maintain a steady speed and stay in the left lane until you cross over to the other side.""","['Turn Left', 'Go Straight', 'Accelerate']"
"""Approaching the roundabout, take the second exit onto Maple Avenue, where you'll come across a red-brick building which signals your next turn. Turn left after the red-brick building and continue straight until you reach the pedestrian crossing.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Upon approaching the traffic circle, yield to vehicles already inside, then take the second exit onto Elm Street. Stay in the left lane as you approach the traffic lights and make a left turn at the intersection with Maple Avenue.""","['Turn Left', 'Take Exit']"
"4. ""In 500 meters, you will approach a roundabout. Take the second exit and continue straight on the main road. You'll see a tall clock tower on your right as a landmark for confirmation.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit towards the residential area. Look out for the park entrance sign on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the blue building on your right as a reference point.""",['Take Exit']
"""Approaching the traffic circle, yield to the vehicles already in motion and take the second exit to continue on the main road. Look out for the red-brick building on the right as a reference point.""",['Take Exit']
"""Make a left turn at the traffic light and continue straight on Maple Avenue. Look for the tall clock tower on your right; that's where you'll need to make a U-turn and park in the lot across the street.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for pedestrians crossing near the fountain as you navigate through.""",['Take Exit']
"""Make a left turn at the traffic light after the large blue statue of a dolphin, then continue straight until you reach the roundabout with a fountain in the center. Take the second exit and follow the road as it curves to the right.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight']"
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on the main road. You'll know you're on the right path when you pass the iconic red barn with a white picket fence on your right.""",['Take Exit']
"""Approaching the traffic circle, yield to the right before smoothly entering and taking the second exit. Watch out for pedestrians in the crosswalk as you navigate through.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit onto Main Street. Look out for the red brick building on the right-hand side as a landmark to confirm your turn.""",['Take Exit']
"""Proceed through the roundabout, take the second exit, and continue along the tree-lined avenue until you reach the blue building on the corner. Make a smooth left turn after the building and follow the road as it curves to the right.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already in the circle, then take the second exit towards the park. Watch out for pedestrians crossing at the crosswalk near the fountain.""",['Take Exit']
"""Approaching the upcoming roundabout, take the third exit and continue straight on Main Street for 2 miles. Look out for the monument statue on your right as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the roundabout, then take the second exit towards the downtown district. Watch for pedestrians at the crosswalk before proceeding.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street for 2 miles. Look out for the blue office building on your right, that's where you'll be turning left onto Elm Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside and make a left turn onto Elm Street, the third exit. Look out for pedestrians crossing at the nearby crosswalk.""","['Turn Left', 'Take Exit']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit and continue straight ahead past the park on your right.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on Main Street. Look out for the clock tower on your right as a landmark.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit, then follow the signs for the airport. Look out for the tall control tower as you approach the terminal and prepare to drop off passengers at the arrivals area.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic from the left before smoothly entering the circle and taking the second exit.""",['Take Exit']
"""Make a left at the traffic light after the blue house with a white picket fence, and continue straight until you reach the yellow bridge. Cross the bridge and then turn right onto the winding mountain road. Be cautious of sharp curves ahead.""","['Turn Left', 'Turn Right', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look for the blue sign indicating the upcoming rest area as you navigate the roundabout.""",['Take Exit']
"""Approaching the busy roundabout ahead, yield to oncoming traffic and take the third exit to continue on the main road. Look out for the tall clock tower on your right after exiting to ensure you're on the correct path.""",['Take Exit']
"""Proceed straight through the traffic circle and take the second exit towards the residential neighborhood. Look out for the blue house with a white picket fence - that's your turn. Slow down and make a gentle left onto Elm Street.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the upcoming roundabout, stay in the left lane and take the second exit. Look out for the statue of the city's founder on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, continue straight through the third exit. Look for the blue sign indicating the exit and yield to any oncoming vehicles.""",['Take Exit']
"""Prepare to make a left turn at the traffic light after the yellow building with the green roof. Watch for pedestrians in the crosswalk before you proceed.""",['Turn Left']
"""Approaching the roundabout, take the second exit and continue straight ahead. Look out for the tall clock tower on your right as you navigate through the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to the vehicles already inside, then take the second exit to continue on the main road. You'll know you're at the right roundabout when you see the large fountain in the center.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit, keeping to the right lane. Look out for the blue sign indicating the upcoming rest area where you will exit.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already on it, and take the second exit to continue on the main road. Look out for the blue building on your right as a landmark to identify the correct turn.""",['Take Exit']
"""Take the upcoming exit onto Elm Street and continue straight through the traffic circle, then keep left to stay on Maple Avenue.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight ahead for 2 miles until you reach the bridge over the river. Please maintain a safe following distance from the vehicle in front.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look for the tall clock tower on your right as a landmark to ensure you're on the correct route.""",['Take Exit']
"""Proceed straight through the roundabout, taking the second exit towards the downtown area. Look out for the tall clock tower on your right, that's where you'll need to make a left turn. Continue for two more blocks, and then pull over in front of the red brick building with the blue awnings.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Proceed through the roundabout and take the second exit, then continue straight for 2 miles until you reach the traffic light at the intersection of Elm Street and Main Street. Turn left onto Main Street and watch for pedestrians crossing.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, take the second exit and continue on Main Street. Watch out for pedestrians at the crosswalk ahead and be prepared to yield if necessary.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the park on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle before smoothly entering and taking the second exit.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue along the scenic coastal road. Look out for the iconic lighthouse on your right as a point of reference.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit. Watch out for pedestrians crossing the street near the fountain garden as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming vehicles already in the circle, then take the second exit towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, stay in the right lane and take the second exit towards the residential area. Watch for pedestrians crossing at the crosswalk by the park entrance.""",['Take Exit']
"""Proceed straight through the traffic circle, taking the second exit towards downtown. Look out for the landmark clock tower on your right as you navigate the curve ahead.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic before entering, and take the second exit towards the downtown area. Look for the clock tower on your right as a landmark to guide your turn.""",['Take Exit']
"""Continue straight ahead for another mile, then make a left turn at the traffic light where you'll see a large red sculpture on the right side of the road.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the large oak tree on your right before making the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards Main Street. Look out for the park on your right as a landmark to confirm you're on the correct route.""",['Take Exit']
"""Approaching the traffic circle, yield to any oncoming vehicles, then take the second exit to continue on the main road. You'll pass the blue office building on your right.""",['Take Exit']
"""Approaching the roundabout ahead, yield to oncoming traffic and make a left turn onto Elm Street, where you'll notice the park on your right. Continue for half a mile and then turn right at the traffic light by the library.""","['Turn Left', 'Turn Right']"
"""Approaching the roundabout, make a left turn at the second exit and continue on Oak Street. Look out for the yellow building on your right as a reference point for the next turn.""",['Take Exit']
"""Approaching the roundabout, stay in the left lane and take the second exit. Watch for pedestrians crossing as you exit the roundabout, then continue straight ahead, following the signs for City Center.""",['Take Exit']
"4. ""In 500 meters, make a left turn onto Elm Street. Look for the tall clock tower as your landmark to know you're on the correct route.""",['Turn Left']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on Main Street. Look for the clock tower as a landmark on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the downtown area. Look for the tall clock tower on your right as a landmark to confirm you're heading in the correct direction.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already in the circle, then take the second exit towards the city center. Look out for pedestrians crossing the street as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look for the tall clock tower on your right as a reference point for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic, then take the second exit to continue on the main road. You'll see a towering clock tower on your right as you exit.""",['Take Exit']
"""Approaching the traffic circle, enter it and take the second exit, then continue straight on Oak Street until you reach the park entrance on the right. Prepare to yield to pedestrians crossing at the crosswalk.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit leading towards the downtown area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout ahead, yield to oncoming traffic and take the second exit, heading towards the mountains. Look out for the blue building on your right, then continue straight for one mile before making a left turn at the traffic light.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on Main Street. Watch for pedestrians crossing at the crosswalk near the park on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit. Look out for pedestrians crossing near the fountain on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic before proceeding straight through the third exit. Look for the tall clock tower on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the yellow brick building on the right. Continue straight for two blocks after the roundabout and then make a left turn at the traffic light where you will see a prominent statue of a horse.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle, then take the second exit towards downtown. Look out for pedestrians on the crosswalk as you exit the circle.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on Main Street. Look out for pedestrians crossing the intersection.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit to continue along the coastal road. Look out for the lighthouse on your right for reference.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the blue building on your right which is a landmark for the correct exit.""",['Take Exit']
"""Approaching the roundabout, take the third exit and continue straight ahead, following the signs for the airport. Watch out for pedestrians crossing the street.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Proceed through the roundabout and take the second exit, then follow the road as it curves to the left past the park. Prepare for a pedestrian crossing ahead and be ready to yield if necessary.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the tall clock tower on your right as a landmark for the correct turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and then follow the road as it curves to the left past the park. Continue straight ahead until you reach the traffic lights at the main intersection, where you will need to make a left turn.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Proceed through the roundabout and take the second exit, then follow the road until you reach the bridge. Once you cross the bridge, signal to the left and make a sharp turn into the narrow alleyway on your right.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit on your right toward the residential area. Watch for pedestrians crossing the street as you proceed.""",['Take Exit']
"""After navigating the roundabout, continue on the second exit towards the downtown area. Look for the tall clock tower on your right as a reference point for the historic district, and proceed straight ahead until you reach the cobblestone streets.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to any vehicles already in the circle, then take the second exit to your left. Look for the large clock tower ahead as a visual reference point.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic and take the second exit towards the city center. Look out for the tall clock tower as you navigate through the roundabout to ensure you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center where you'll find the historic clock tower on the right side.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue driving straight on Maple Street. Watch out for the pedestrian crossing ahead and be prepared to yield if necessary.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to vehicles already circling to your left, then take the second exit towards downtown. Watch out for pedestrians crossing the street at the zebra crossing ahead.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Maple Street. Look for the blue mailbox on the corner as a landmark to ensure you're on the right track.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit onto Main Street. Look out for pedestrians crossing at the crosswalk just after the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic, then take the second exit towards the residential area. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, take the second exit to continue on Main Street. Look out for pedestrians crossing at the zebra crossing just before the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to any vehicles already in the circle, then take the second exit onto Main Street. Watch out for pedestrians crossing at the crosswalk just after the turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the coffee shop with the red awning on your right - that's a good landmark to know you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for the iconic clock tower on your right as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and follow the signs for downtown. Look out for the statue of the town's founder on your right as you navigate through the traffic circle.""",['Take Exit']
"""Approaching the roundabout, be prepared to yield to traffic already in the circle, then take the second exit onto Maple Street. Look out for the blue landmark building on the corner as your visual cue.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic from the left and take the second exit, heading towards the park with the large fountain in the center. Watch for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to the left and take the second exit. Continue straight until you reach the traffic lights, then make a left turn onto Maple Street.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the landmark sign for the local park on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit onto Main Street. Continue until you reach the traffic lights at the intersection with Oak Avenue, where you'll need to make a left turn.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the tall clock tower on your right as a reference point.""",['Take Exit']
"""Approaching the traffic circle, yield to any oncoming vehicles and take the second exit to continue on the main road. Look out for the white church building on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already in the circle and take the second exit. Watch for pedestrians crossing the street in front of the park on your right as you exit.""",['Take Exit']
"""Proceed through the roundabout and take the second exit towards downtown. As you approach the historic clock tower, make a left turn onto Main Street. Watch out for pedestrians crossing the street.""","['Turn Left', 'Take Exit']"
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit to continue on the main road. Look out for the statue of the town founder on your right as you exit.""",['Take Exit']
"""Proceed through the roundabout and take the second exit. After passing the park on your right, be prepared to yield to pedestrians at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, take the second exit and stay in the right lane to continue on Main Street. Watch out for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit towards downtown. Look for the tall clock tower on your right as you approach the main square. Slow down as you navigate the cobblestone streets and be prepared to yield to pedestrians crossing.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to your left and take the second exit to continue on Maple Street. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Look out for the park with the large fountain on your right as you proceed.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit, which will lead you onto the scenic coastal highway. Watch out for cyclists and pedestrians along the route.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to traffic on your left before entering and take the second exit towards the residential neighborhood. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, yield to any oncoming vehicles and then take the second exit to continue on Main Street. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look for the clock tower on your right to navigate ahead.""",['Take Exit']
"4. ""In 500 feet, make a left turn at the traffic light by the tall clock tower. Stay in the left lane to continue onto Main Street.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential neighborhood. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit and continue straight ahead on Maple Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already circulating, then take the second exit leading towards the business district. Look out for pedestrians as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit. After exiting, follow the road for 2 miles until you reach the fork, then keep to the left lane to continue on the main road.""",['Take Exit']
