instruction,action
"""LaneFollow and be prepared for a roundabout.""",['LaneFollow']
"""Practice defensive LaneFollowing techniques.""",['LaneFollow']
"""Stay in the left lane for LaneFollowing on the one-way street.""",['LaneFollow']
"""As the road widens, LaneFollow to the outer lane.""",['LaneFollow']
"""Remember to LaneFollow when changing lanes on the expressway.""",['LaneFollow']
"""Before making a turn, LaneFollow to the correct lane.""",['LaneFollow']
"""Use your judgment when LaneFollowing through the yellow light.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the urban area.""",['LaneFollow']
"""Continue to LaneFollow as you navigate the shopping district.""",['LaneFollow']
"""Follow the lane markings to LaneFollow through the roundabout.""",['LaneFollow']
"""Prepare to LaneFollow as the road narrows to one lane.""",['LaneFollow']
"""Prepare to LaneFollow as you approach the yield sign.""",['LaneFollow']
"""Stay in your lane and LaneFollow to avoid the puddles on the road.""",['LaneFollow']
"""Keep an eye out for cyclists and LaneFollow safely.""",['LaneFollow']
"""Watch for merging traffic and adjust your LaneFollow accordingly.""",['LaneFollow']
"""Enhance your driving confidence with LaneFollow.""",['LaneFollow']
"""Stay in the left lane and LaneFollow when exiting the highway.""",['LaneFollow']
"""Stay in the inner lane for LaneFollowing on the dual carriageway.""",['LaneFollow']
"""Stay focused and LaneFollow the changing road conditions.""",['LaneFollow']
"""Switch lanes and LaneFollow alongside the train tracks.""",['LaneFollow']
"""Navigate the intersection and LaneFollow the crossing vehicles.""",['LaneFollow']
"""Keep LaneFollow to pass the parked cars on the side.""",['LaneFollow']
"""Stay in the center lane for optimal LaneFollowing on the highway.""",['LaneFollow']
"""Stay in the middle lane and LaneFollow on the dual carriageway.""",['LaneFollow']
"""Adjust your speed and LaneFollow the curve of the road to navigate the mountain pass.""",['LaneFollow']
"""Be courteous to other drivers while LaneFollowing.""",['LaneFollow']
"""Follow the signs and LaneFollow into the service area.""",['LaneFollow']
"""When making a left turn, LaneFollow the turning lane to avoid crossing into oncoming traffic.""",['LaneFollow']
"""Keep a consistent speed and LaneFollow on the dual carriageway.""",['LaneFollow']
"""Follow the directional signs and LaneFollow towards the detour.""",['LaneFollow']
"""LaneFollow and be cautious of vehicles making sudden stops.""",['LaneFollow']
"""Activate LaneFollow to handle sharp turns with ease.""",['LaneFollow']
"""Stay in the center lane and LaneFollow through the sharp curve.""",['LaneFollow']
"""Use your mirrors and LaneFollow while changing lanes.""",['LaneFollow']
"""Follow the signs and LaneFollow onto the scenic route.""",['LaneFollow']
"""Continue to LaneFollow as the road divides into multiple lanes.""",['LaneFollow']
"""Use caution when LaneFollowing around the blind curve.""",['LaneFollow']
"""Stay in your lane and LaneFollow to avoid the potholes on the street.""",['LaneFollow']
"""LaneFollow the road curvature to navigate smoothly through the winding roads.""",['LaneFollow']
"""Anticipate the upcoming merge and LaneFollow accordingly.""",['LaneFollow']
"""Keep a constant speed with LaneFollow assistance.""",['LaneFollow']
"""Merge into the middle lane and LaneFollow until you pass the construction zone.""",['LaneFollow']
"""Stay alert and LaneFollow the road signs.""",['LaneFollow']
"""Maintain your speed and LaneFollow behind the truck.""",['LaneFollow']
"""Switch lanes and LaneFollow to allow for the upcoming lane closure.""",['LaneFollow']
"""Merge smoothly while LaneFollowing.""",['LaneFollow']
"""LaneFollow to follow the path of the road.""",['LaneFollow']
"""Merge right and LaneFollow onto the highway entrance.""",['LaneFollow']
"""Maintain your lane and LaneFollow the road markings.""",['LaneFollow']
"""Check your blind spots before LaneFollow to the outer lane.""",['LaneFollow']
"""LaneFollow and be prepared for a toll booth.""",['LaneFollow']
"""Make sure to LaneFollow the pedestrian crossings for the safety of pedestrians.""",['LaneFollow']
"""Follow the lane to merge onto the on-ramp.""",['LaneFollow']
"""LaneFollow and watch for speed bumps in the road.""",['LaneFollow']
"""Keep right and LaneFollow onto the one-way street.""",['LaneFollow']
"""Merge right and LaneFollow to allow room for other vehicles.""",['LaneFollow']
"""Maintain a safe following distance with LaneFollow engaged.""",['LaneFollow']
"""LaneFollow until you see the detour sign.""",['LaneFollow']
"""Follow the road markings using LaneFollow technology.""",['LaneFollow']
"""Practice LaneFollowing on different types of roads.""",['LaneFollow']
"""LaneFollow and adjust your speed accordingly.""",['LaneFollow']
"""Follow the road markings and LaneFollow to stay on the designated route.""",['LaneFollow']
"""Maintain your speed while LaneFollow on the main road.""",['LaneFollow']
"""LaneFollow until you see the merge sign.""",['LaneFollow']
"""Watch for merging vehicles while LaneFollowing on the merge lane.""",['LaneFollow']
"""LaneFollow and navigate the busy intersection.""",['LaneFollow']
"""Stay in your lane and LaneFollow past the detour sign.""",['LaneFollow']
"""Stay alert and LaneFollow the road markings.""",['LaneFollow']
"""Be aware of merging traffic and LaneFollow with care.""",['LaneFollow']
"""Stay in the left lane and LaneFollow after the traffic circle.""",['LaneFollow']
"""Merge into the left lane and LaneFollow onto the express lane.""",['LaneFollow']
"""Use your horn sparingly while LaneFollowing.""",['LaneFollow']
"""LaneFollow and be aware of road repair crews.""",['LaneFollow']
"""Watch for wildlife while LaneFollowing through the nature reserve.""",['LaneFollow']
"""Adjust your position and LaneFollow around the sharp curve.""",['LaneFollow']
"""Continue to LaneFollow as the road splits into two lanes.""",['LaneFollow']
"""Use the left lane to LaneFollow onto the off-ramp.""",['LaneFollow']
"""Follow the signs and LaneFollow to the correct exit.""",['LaneFollow']
"""Switch lanes carefully and LaneFollow the exit signs to leave the freeway.""",['LaneFollow']
"""Drive carefully and LaneFollow the vehicles in front of you in dense""",['LaneFollow']
"""Stay in the left-turn lane and LaneFollow when approaching the intersection.""",['LaneFollow']
"""Adhere to the speed limit and LaneFollow through the neighborhood.""",['LaneFollow']
"""LaneFollow alongside the park for the next mile.""",['LaneFollow']
"""LaneFollow and be aware of changing speed limits.""",['LaneFollow']
"""Follow the LaneFollow technology in your vehicle to assist with lane changes on the highway.""",['LaneFollow']
"""Drive defensively and LaneFollow the vehicles around you for a safe journey.""",['LaneFollow']
"""LaneFollow the road curves for a scenic drive.""",['LaneFollow']
"""Stay in the right lane and LaneFollow the detour.""",['LaneFollow']
"""Stay alert and LaneFollow through the construction zone.""",['LaneFollow']
"""Follow the road signs and LaneFollow the route ahead.""",['LaneFollow']
"""Continue LaneFollowing past the shopping center.""",['LaneFollow']
"""LaneFollow and watch for vehicles pulling out of parking lots.""",['LaneFollow']
"""Stay on the right lane and LaneFollow onto the off-ramp.""",['LaneFollow']
"""After the traffic light, LaneFollow the middle lane.""",['LaneFollow']
"""LaneFollow to maintain a safe distance from other vehicles.""",['LaneFollow']
"""LaneFollow to yield to pedestrians at the crosswalk.""",['LaneFollow']
"""Switch to the right lane and LaneFollow past the shopping center.""",['LaneFollow']
"""Keep LaneFollowing near the beach.""",['LaneFollow']
"""Stay on the right lane and LaneFollow to take the upcoming exit.""",['LaneFollow']
"""Merge into the left lane and LaneFollow onto the expressway.""",['LaneFollow']
"""Merge into traffic and LaneFollow the vehicle flow.""",['LaneFollow']
"""LaneFollow the main road to reach your destination.""",['LaneFollow']
"""Merge into the left lane and LaneFollow the traffic signs.""",['LaneFollow']
"""Enable LaneFollow to handle complex road conditions.""",['LaneFollow']
"""Slow down gradually when LaneFollowing to the stop sign.""",['LaneFollow']
"""Keep a safe distance from cyclists as you LaneFollow on the bike lane.""",['LaneFollow']
"""Check your mirrors and LaneFollow the traffic flow.""",['LaneFollow']
"""Stay in the center lane and LaneFollow through the busy intersection.""",['LaneFollow']
"""LaneFollow as you approach the traffic light.""",['LaneFollow']
"""Stay alert while LaneFollowing on congested roads.""",['LaneFollow']
"""Remember to LaneFollow while navigating the roundabout.""",['LaneFollow']
"""Follow the rules of the road and LaneFollow responsibly.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the detour.""",['LaneFollow']
"""Keep a safe distance from the vehicle ahead while LaneFollowing.""",['LaneFollow']
"""Maintain a constant speed and LaneFollow to avoid sudden lane changes.""",['LaneFollow']
"""Maintain a constant speed and LaneFollow to prevent abrupt lane changes.""",['LaneFollow']
"""Keep LaneFollow as you drive through the residential neighborhood.""",['LaneFollow']
"""LaneFollow and give way to vehicles entering your lane.""",['LaneFollow']
"""Follow the road curvature with LaneFollow activated.""",['LaneFollow']
"""Navigate the cloverleaf interchange by LaneFollowing around the loop.""",['LaneFollow']
"""As you enter the highway, LaneFollow the right lane.""",['LaneFollow']
"""Continue LaneFollowing as you approach the highway.""",['LaneFollow']
"""Follow the lane""",['LaneFollow']
"""Merge into the right lane and LaneFollow the off-ramp to exit the highway.""",['LaneFollow']
"""Maintain your lane and LaneFollow in the work zone.""",['LaneFollow']
"""LaneFollow and be prepared to yield to emergency vehicles.""",['LaneFollow']
"""LaneFollow and keep a lookout for emergency vehicles.""",['LaneFollow']
"""Navigate the roundabout by LaneFollow the inner lane.""",['LaneFollow']
"""As the road widens, LaneFollow to the middle lane.""",['LaneFollow']
"""LaneFollow through the road construction zone.""",['LaneFollow']
"""Watch for merging traffic and LaneFollow smoothly.""",['LaneFollow']
"""Stay focused and LaneFollow on the upcoming sharp curve.""",['LaneFollow']
"""Maintain your lane and LaneFollow the lane markers.""",['LaneFollow']
"""LaneFollow and maintain a safe speed on the highway.""",['LaneFollow']
"""LaneFollow the road bend for a scenic route.""",['LaneFollow']
"""LaneFollow and maintain a safe distance from the car in front of you.""",['LaneFollow']
"""Maintain a consistent speed and LaneFollow the traffic flow to prevent congestion.""",['LaneFollow']
"""LaneFollow the car in front of you.""",['LaneFollow']
"""LaneFollow the flow of vehicles.""",['LaneFollow']
"""Stay in""",['LaneFollow']
"""Watch for pedestrians while you LaneFollow through the crosswalk.""",['LaneFollow']
"""Follow the lane to merge onto the expressway.""",['LaneFollow']
"""Yield to oncoming traffic before LaneFollow across the intersection.""",['LaneFollow']
"""Adapt your speed and LaneFollow the traffic pace.""",['LaneFollow']
"""LaneFollow to anticipate upcoming traffic lights.""",['LaneFollow']
"""Observe the road markings to LaneFollow correctly.""",['LaneFollow']
"""Stay in your lane and LaneFollow the road markings.""",['LaneFollow']
"""Adhere to the speed limit and LaneFollow through the construction zone.""",['LaneFollow']
"""LaneFollow alongside the mountain for the next stretch.""",['LaneFollow']
"""Keep LaneFollow to safely pass the construction workers on the side.""",['LaneFollow']
"""Take the rightmost lane and LaneFollow into the sports stadium.""",['LaneFollow']
"""Descend left down the hill.""",['Left']
"""Slow down as you approach the left turn.""",['Left']
"""Take the left turn just before the traffic circle.""",['Left']
"""Head left towards the residential area.""",['Left']
"""Merge into the left lane for the turn.""",['Left']
"""Turn left at the corner with the traffic light.""",['Left']
"""Head left towards the waterfront.""",['Left']
"""Swing left to avoid the road construction.""",['Left']
"""Turn left onto the alleyway.""",['Left']
"""Turn left at the fork in the road.""",['Left']
"""Go left after passing the white picket fence.""",['Left']
"""Merge left to join the expressway.""",['Left']
"""Signal and move left to overtake the cyclist.""",['Left']
"""Veer left at the upcoming split in the road.""",['Left']
"""Follow the road markers indicating left turn only.""",['Left']
"""Head left at the leftward bend ahead.""",['Left']
"""Turn left onto the cobblestone road.""",['Left']
"""Turn left at the upcoming bend.""",['Left']
"""Head left at the fork near the school.""",['Left']
"""Proceed straight and veer left at the fork.""",['Left']
"""Make a left at the crossroad intersection.""",['Left']
"""Go left at the Y-shaped junction.""",['Left']
"""Signal and move left to pass the slow-moving vehicle.""",['Left']
"""Make a left at the traffic light.""",['Left']
"""Curve left to avoid the parked car.""",['Left']
"""Turn left before the playground.""",['Left']
"""Turn left at the upcoming fork in the road.""",['Left']
"""Use your turn signal in conjunction with checking for traffic on the left.""",['Left']
"""Follow the left turn onto the access road.""",['Left']
"""Signal left before changing lanes.""",['Left']
"""Pass the left-side pedestrian crossing.""",['Left']
"""Follow the road as it veers leftward.""",['Left']
"""Take the left side of the upcoming fork.""",['Left']
"""Head towards the left side of the city park.""",['Left']
"""Veer left as the road narrows.""",['Left']
"""Stay on the left side of the road for the upcoming left turn.""",['Left']
"""Keep an eye out for the left exit.""",['Left']
"""Turn left after the blue building.""",['Left']
"""Turn left at the stoplight intersection.""",['Left']
"""Drive around the left-hand bend.""",['Left']
"""Stay left to avoid the traffic congestion.""",['Left']
"""Adjust your speed based on the sharpness of the left curve.""",['Left']
"""Merge left onto the bypass.""",['Left']
"""Make a left onto the side street.""",['Left']
"""Drive parallel to the leftmost lane to exit the highway.""",['Left']
"""Stay left to keep on the correct path.""",['Left']
"""Take a left turn at the upcoming stop sign.""",['Left']
"""Make a left into the parking lot.""",['Left']
"""Stay left to avoid the pedestrian zone.""",['Left']
"""Take the left turn at the upcoming crosswalk.""",['Left']
"""Follow the road markings and stay in the left lane.""",['Left']
"""Shift left as the road widens.""",['Left']
"""Continue straight and follow the leftward bend.""",['Left']
"""Choose the leftmost lane to access the left-bound lane at the roundabout.""",['Left']
"""Go left where the street splits.""",['Left']
"""Stay to the left to enter the left-turn-only lane at the intersection.""",['Left']
"""Merge left onto the motorway.""",['Left']
"""Follow the left-hand arrow.""",['Left']
"""Turn left after the pedestrian crossing.""",['Left']
"""Take the left lane at the left-turn traffic light.""",['Left']
"""Take a left turn at the upcoming street.""",['Left']
"""Go left at the next crosswalk.""",['Left']
"""Merge into the left lane smoothly.""",['Left']
"""Proceed left at the crossroads near the school.""",['Left']
"""Make a left onto the cobblestone path.""",['Left']
"""Navigate the left hairpin bend carefully.""",['Left']
"""Shift left into the left-turn lane.""",['Left']
"""Merge into the left lane before the bridge.""",['Left']
"""Navigate the left-hand turn smoothly.""",['Left']
"""Pass the left-turn ahead sign.""",['Left']
"""Head left towards the city center.""",['Left']
"""Turn left at the end of the road.""",['Left']
"""Take the left exit onto the off-ramp.""",['Left']
"""Curve left at the upcoming roundabout.""",['Left']
"""Take the left exit at the fork.""",['Left']
"""Head left at the leftward-bending road ahead.""",['Left']
"""Head left towards the shopping center.""",['Left']
"""Turn left onto the highway ramp.""",['Left']
"""Take a left at the corner with the traffic camera.""",['Left']
"""Go straight at the fork and then turn left.""",['Left']
"""Make a gentle left onto the neighborhood road.""",['Left']
"""Continue left along the riverbank.""",['Left']
"""Merge left before the overpass.""",['Left']
"""Curve left around the winding road.""",['Left']
"""Shift left at the upcoming left turn.""",['Left']
"""Move left to avoid the upcoming road obstruction.""",['Left']
"""Turn left at the sharp bend.""",['Left']
"""Head towards the left side of the parking lot.""",['Left']
"""Left turn required at the next signal.""",['Left']
"""Curve left to stay on the main road.""",['Left']
"""Proceed left at the traffic light.""",['Left']
"""Turn left onto the cobblestone street.""",['Left']
"""Pass the gas station on the left.""",['Left']
"""Adjust your speed for the left incline.""",['Left']
"""Guide left to avoid the lane closure.""",['Left']
"""Enter the left lane at the upcoming left exit.""",['Left']
"""Exit left to reach the shopping center.""",['Left']
"""Take extra care when turning left in adverse weather conditions.""",['Left']
"""Pass left of the median to turn left.""",['Left']
"""Merge left after the roadwork.""",['Left']
"""Turn left onto the narrow alley.""",['Left']
"""Turn left onto the main road.""",['Left']
"""Head left towards the gas station.""",['Left']
"""Continue straight then veer left.""",['Left']
"""Merge left before the toll booth.""",['Left']
"""Veer left at the sharp bend.""",['Left']
"""Turn left at the fork with the sculpture garden.""",['Left']
"""Turn left at the upcoming T-intersection.""",['Left']
"""Drive left along the riverbank.""",['Left']
"""Drive around the left turnabout.""",['Left']
"""Proceed left at the hairpin turn.""",['Left']
"""Ease into the left lane gradually.""",['Left']
"""Make a left onto the cul-de-sac at the end of the street.""",['Left']
"""Stay left on the divided highway.""",['Left']
"""Turn left before the pedestrian crossing.""",['Left']
"""Keep left to merge onto the highway.""",['Left']
"""Merge left at the highway entrance.""",['Left']
"""Merge into the leftmost lane on the overpass.""",['Left']
"""Take a left towards the waterfront promenade.""",['Left']
"""Keep left to follow the detour.""",['Left']
"""Proceed through the left-hand bend.""",['Left']
"""Keep left for the upcoming left turn.""",['Left']
"""Turn left after the railroad crossing.""",['Left']
"""Curve left around the roundabout.""",['Left']
"""Shift left at the upcoming highway junction.""",['Left']
"""Turn left at the upcoming light.""",['Left']
"""Merge left to access the highway entrance.""",['Left']
"""Signal left to indicate your intention.""",['Left']
"""Signal left and pull over to let the ambulance pass.""",['Left']
"""Follow the arrow pointing left.""",['Left']
"""Use the left lane to turn left at the traffic light.""",['Left']
"""Drive left past the cemetery entrance.""",['Left']
"""Continue left at the fork in the road.""",['Left']
"""Proceed left at the next crossroads.""",['Left']
"""Make a left turn after the bridge.""",['Left']
"""Head left at the fork in the road.""",['Left']
"""Continue along the left edge of the road.""",['Left']
"""Turn left before the traffic slows down.""",['Left']
"""Drive left through the winding road.""",['Left']
"""Continue straight, then veer left at the fork.""",['Left']
"""Enter the roundabout and take the second left exit.""",['Left']
"""Turn left at the T-junction.""",['Left']
"""Turn left onto the road with the left lane closed.""",['Left']
"""Slide left onto the side street.""",['Left']
"""Head left at the junction with the left arrow.""",['Left']
"""Slide left into the parallel parking spot.""",['Left']
"""Stay left to avoid the oncoming traffic.""",['Left']
"""Navigate the leftward bend in the road.""",['Left']
"""Merge left onto the bridge.""",['Left']
"""Pass the left turn yield sign.""",['Left']
"""Continue left at the fork in the road.""",['Left']
"""Pass the left turn lane and continue straight.""",['Left']
"""Check your mirrors before moving into the left lane.""",['Left']
"""Change lanes carefully to the left.""",['Left']
"""Head towards the left lane for the upcoming left turn.""",['Left']
"""Shift left to enter the parking lot.""",['Left']
"""Turn left before the railroad crossing.""",['Left']
"""Jog left at the upcoming intersection.""",['Left']
"""Follow the road as it gently curves left.""",['Left']
"""Proceed straight, then veer left onto the side street.""",['Left']
"""Turn left onto the residential street.""",['Left']
"""Keep to the left at the fork.""",['Left']
"""Make a left onto the gravel road.""",['Left']
"""Proceed along the left side of the road.""",['Left']
"""Take the leftmost lane for the left turn.""",['Left']
"""Navigate left through the busy intersection.""",['Left']
"""Follow the road signs and veer left at the fork.""",['Left']
"""Use your left blinker before turning.""",['Left']
"""Drive left where the road splits.""",['Left']
"""Follow the left-turn arrow at the intersection.""",['Left']
"""Proceed straight then veer left at the junction.""",['Left']
"""Swerve left to avoid the fallen branches.""",['Left']
"""Turn left onto the side street for a detour.""",['Left']
"""Turn left where the detour starts.""",['Left']
"""Make sure the left lane is clear before merging into it.""",['Left']
"""Follow the arrow pointing left.""",['Left']
"""Stay in the left lane to prepare for your turn.""",['Left']
"""Take a left at the flashing yellow light.""",['Left']
"""Bear left at the upcoming intersection.""",['Left']
"""Swing left at the fork in the road.""",['Left']
"""Use your indicator to turn left at the crosswalk.""",['Left']
"""Take the left exit at the upcoming interchange.""",['Left']
"""Take a left onto the street with the traffic light.""",['Left']
"""Turn left onto the narrow street.""",['Left']
"""Turn left at the entrance to the park.""",['Left']
"""Head left towards the shopping district.""",['Left']
"""Exit left onto the side street.""",['Left']
"""Drive to the left of the median.""",['Left']
"""At the T-junction, go left.""",['Left']
"""Approach the left turn with caution.""",['Left']
"""Drive left around the roundabout.""",['Left']
"""Stay towards the left as you approach the junction.""",['Left']
"""Prepare for a left turn by slowing down.""",['Left']
"""Drive left at the split in the road.""",['Left']
"""Turn left onto Elm Street.""",['Left']
"""Continue past the street to the left.""",['Left']
"""Maintain a steady speed as you navigate the left bend.""",['Left']
"""Stay in the leftmost lane for the left exit.""",['Left']
"""Navigate the sharp left curve carefully.""",['Left']
"""Navigate the hairpin left turn cautiously.""",['Left']
"""Cross the intersection and turn left at the second street.""",['Left']
"""Veer left onto the highway ramp.""",['Left']
"""Keep in the left-hand lane to turn left.""",['Left']
"""Follow the leftward curve towards downtown.""",['Left']
"""Veer left onto the residential street.""",['Left']
"""Shift left to avoid the construction zone.""",['Left']
"""Cross the intersection and turn left at the next street.""",['Left']
"""Veer left at the fork in the road.""",['Left']
"""Drive left alongside the left-side sidewalk.""",['Left']
"""Curve left to follow the road.""",['Left']
"""Navigate left at the sharp curve.""",['Left']
"""Switch to the leftmost lane for the turn.""",['Left']
"""Bear left at the upcoming fork.""",['Left']
"""Navigate the leftward curve ahead.""",['Left']
"""Stay focused on the road ahead as you approach the left turn.""",['Left']
"""Go left at the street with the post office.""",['Left']
"""Enter left into the shopping plaza.""",['Left']
"""Turn left at the next alley.""",['Left']
"""Veer left onto the coastal road.""",['Left']
"""Proceed left onto the one-way street.""",['Left']
"""Check your blind spot to the left before changing lanes.""",['Left']
"""Follow the road as it curves to the left.""",['Left']
"""Turn left to reach the shopping center.""",['Left']
"""Take a left at the stop sign.""",['Left']
"""Merge with caution into the left lane.""",['Left']
"""Take the left slip road onto the highway.""",['Left']
"""At the fork, bear left.""",['Left']
"""Proceed left at the upcoming signal light.""",['Left']
"""Curve left to avoid the pothole.""",['Left']
"""Turn left at the green light intersection.""",['Left']
"""Turn left at the corner with the red mailbox.""",['Left']
"""Take the left exit off the highway.""",['Left']
"""Be mindful of oncoming traffic from the left.""",['Left']
"""Bear left as you approach the corner.""",['Left']
"""Drive along the left edge of the road.""",['Left']
"""After the traffic light, make a left turn.""",['Left']
"""Curve left at the gentle curve.""",['Left']
"""Be prepared to stop if necessary when turning left.""",['Left']
"""Navigate left through the roundabout.""",['Left']
"""Stay to the left side of the roundabout.""",['Left']
"""Veer left at the fork in the road.""",['Left']
"""Keep to the left side of the road.""",['Left']
"""Maintain left for the upcoming exit.""",['Left']
"""Follow the road signs indicating left.""",['Left']
"""Navigate left at the sharp corner.""",['Left']
"""Stay on the left side of the divided highway.""",['Left']
"""Swing left onto the cul-de-sac street.""",['Left']
"""Allow sufficient time for vehicles to pass before turning left.""",['Left']
"""Navigate the left turn onto the one-way street.""",['Left']
"""Turn left onto the cobblestone alleyway.""",['Left']
"""Stay left to join the highway traffic flow.""",['Left']
"""Pass the left exit if you need to continue straight.""",['Left']
"""Change lanes left to avoid the construction zone.""",['Left']
"""Bear left at the upcoming bend.""",['Left']
"""Exit left at the upcoming interchange.""",['Left']
"""Make a left onto the gravel shoulder.""",['Left']
"""Turn left at the street with the left turn arrow.""",['Left']
"""Take a sharp left at the upcoming corner.""",['Left']
"""Merge left to make way for emergency vehicles.""",['Left']
"""Turn left just before the traffic light.""",['Left']
"""Merge left after the bridge.""",['Left']
"""Navigate left onto the side street.""",['Left']
"""Merge left onto the expressway.""",['Left']
"""Head towards the left turn signal.""",['Left']
"""Shift left into the carpool lane.""",['Left']
"""Signal left and enter the left lane.""",['Left']
"""Follow the road as it winds left.""",['Left']
"""Exit left at the next opportunity.""",['Left']
"""Head left towards the historical district.""",['Left']
"""Make a left turn at the upcoming stop sign.""",['Left']
"""Follow the signs directing left towards the city center.""",['Left']
"""Turn left just before the bridge.""",['Left']
"""Take the left ramp onto the highway.""",['Left']
"""Make a left at the upcoming corner.""",['Left']
"""Turn left onto the side street for a shortcut.""",['Left']
"""Proceed along the left-hand side of the road.""",['Left']
"""Check your rearview mirror before moving into the left lane.""",['Left']
"""Avoid sudden movements when turning left to maintain control.""",['Left']
"""Drive left past the rest area entrance.""",['Left']
"""Follow the road markings and keep left at the junction.""",['Left']
"""Merge into the left-turn lane.""",['Left']
"""Keep a safe distance from the vehicle ahead when turning left.""",['Left']
"""Turn left at the crosswalk with the signal.""",['Left']
"""Remember to yield to oncoming vehicles when turning left.""",['Left']
"""Merge left to exit the roundabout.""",['Left']
"""Drive towards the left side of the mall.""",['Left']
"""Choose the leftmost lane ahead.""",['Left']
"""Navigate the sharp left bend carefully.""",['Left']
"""Proceed left onto the one-way street.""",['Left']
"""Turn left onto the cul-de-sac.""",['Left']
"""Stay to the left to access the left-turn-only lane.""",['Left']
"""Take a left onto the one-way street.""",['Left']
"""Go left at the fork in the road.""",['Left']
"""Drive left at the intersection with the church.""",['Left']
"""Turn left at the upcoming cross street.""",['Left']
"""Slow down and yield to traffic on the left.""",['Left']
"""Follow the leftward curve of the road ahead.""",['Left']
"""Head left at the next crossroads.""",['Left']
"""Keep left to stay on the main road.""",['Left']
"""Drive left onto the detour route.""",['Left']
"""Shift left before the upcoming merge.""",['Left']
"""Follow the curve left as the road slopes downwards.""",['Left']
"""Follow the curve to the left for the scenic route.""",['Left']
"""Navigate the left-hand bend at a moderate speed.""",['Left']
"""Turn left at the upcoming roundabout.""",['Left']
"""Drive parallel to the leftmost lane to continue on the highway.""",['Left']
"""Proceed left at the T-junction.""",['Left']
"""Turn left after the upcoming stop sign.""",['Left']
"""Signal left and slow down for the left turn.""",['Left']
"""Make a left turn at the four-way stop.""",['Left']
"""Look out for oncoming traffic before turning left.""",['Left']
"""Stay left to take the exit towards downtown.""",['Left']
"""Merge left to let the emergency vehicle pass.""",['Left']
"""Drive left onto the access road.""",['Left']
"""Make a left at the next crossroads.""",['Left']
"""Drive past the left-hand exit.""",['Left']
"""Take the left lane at the traffic signal.""",['Left']
"""Signal left to indicate your upcoming turn.""",['Left']
"""Follow the leftward bend in the road.""",['Left']
"""When in doubt, err on the side of caution when turning left.""",['Left']
"""Merge into the left lane for the turn.""",['Left']
"""Head left towards the movie theater.""",['Left']
"""Drive left after passing the rest area.""",['Left']
"""Proceed left at the split in the road.""",['Left']
"""Look left and right before proceeding.""",['Left']
"""Be prepared to yield to any pedestrians on the left side.""",['Left']
"""Drive left on the dual carriageway.""",['Left']
"""Keep to the left side for the next turn.""",['Left']
"""Proceed along the leftmost lane.""",['Left']
"""Veer left onto the service road.""",['Left']
"""Turn left at the upcoming roundabout exit.""",['Left']
"""Swing left towards the busy marketplace.""",['Left']
"""Turn left at the fork in the road ahead.""",['Left']
"""Make a left turn at the intersection.""",['Left']
"""Move your vehicle towards the left to allow for a clear view.""",['Left']
"""Adjust to the left lane for the upcoming merge.""",['Left']
"""Merge left onto the access road.""",['Left']
"""Exit left onto the highway ramp.""",['Left']
"""Turn left at the junction by the convenience store.""",['Left']
"""Take the left lane for the upcoming turn.""",['Left']
"""At the crosswalk, turn left.""",['Left']
"""Point left towards the park entrance.""",['Left']
"""Stay in the left lane to make the upcoming left at the traffic light.""",['Left']
"""Choose the leftmost lane at the lights.""",['Left']
"""Drive past the left-side shoulder.""",['Left']
"""Veer left to avoid the fallen tree.""",['Left']
"""Keep your left signal on for the turn.""",['Left']
"""Swerve left to avoid the parked cars.""",['Left']
"""Use the left lane to access the left turning lane.""",['Left']
"""Exit left at the marked exit.""",['Left']
"""Keep to the left side of the road.""",['Left']
"""Turn left at the upcoming traffic circle.""",['Left']
"""Navigate the left turn near the shopping center.""",['Left']
"""Merge left to join the flow of traffic.""",['Left']
"""Move left to avoid the parked cars.""",['Left']
"""Navigate the sharp left turn ahead.""",['Left']
"""Drive left around the traffic circle.""",['Left']
"""Keep left to follow the winding road.""",['Left']
"""Stay in the left lane until you make the left turn.""",['Left']
"""Follow the detour sign to the left.""",['Left']
"""Stay to the left side of the road.""",['Left']
"""Drive slowly around the sharp left corner.""",['Left']
"""Go left at the fork with the oak tree on the left.""",['Left']
"""Follow the road as it veers left.""",['Left']
"""Navigate the sharp left turn ahead.""",['Left']
"""Make a leftward detour around the road closure.""",['Left']
"""Head left at the next set of lights.""",['Left']
"""Turn left at the sign for the shopping center.""",['Left']
"""At the fork, bear left.""",['Left']
"""Follow the left turn onto the left-marked street sign.""",['Left']
"""Navigate left at the junction ahead.""",['Left']
"""Choose the leftmost lane for the upcoming roundabout.""",['Left']
"""Choose the left turn lane.""",['Left']
"""Consider the angle at which you approach the left turn.""",['Left']
"""Enter left onto the highway entrance.""",['Left']
"""Drive past the left-side guardrail.""",['Left']
"""Drive left towards the highway onramp.""",['Left']
"""Curve left at the left-marked curve on the map.""",['Left']
"""Follow the left curve in the road.""",['Left']
"""Take the left turn onto the main street.""",['Left']
"""Proceed straight and veer left onto the service road.""",['Left']
"""Jog left onto the service road.""",['Left']
"""Proceed left after the pedestrian walkway.""",['Left']
"""Take the left fork in the road to continue on the highway.""",['Left']
"""Make a left onto Maple Avenue.""",['Left']
"""Signal to the left before pulling over.""",['Left']
"""Watch the street signs for the left turn.""",['Left']
