instruction,action
"""Continue in step with the vehicles on the divided highway.""",['LaneFollow']
"""Follow the trajectory of the vehicles nearby.""",['LaneFollow']
"""Keep in tune with the traffic pattern.""",['LaneFollow']
"""Stay parallel with the cars in your vicinity.""",['LaneFollow']
"""Follow the path of the vehicle beside you on the multi-lane road.""",['LaneFollow']
"""Continue alongside the vehicles in the lane on your right.""",['LaneFollow']
"""Proceed in harmony with the vehicles in your lane.""",['LaneFollow']
"""Follow the flow of traffic in the connected and autonomous vehicle lane.""",['LaneFollow']
"""Stay on the same trajectory within the marked lane.""",['LaneFollow']
"""Keep in line with the vehicles on your left, allowing smooth traffic flow.""",['LaneFollow']
"""Stay in parallel with the cars next to you.""",['LaneFollow']
"""Maintain your position beside the cars at the stop sign.""",['LaneFollow']
"""Match the pace of the vehicles in the service lane.""",['LaneFollow']
"""Keep pace with the cars nearby.""",['LaneFollow']
"""Remain in the lane that leads straight ahead, following the road markings.""",['LaneFollow']
"""Maintain your track within the lane markings.""",['LaneFollow']
"""Adopt the path of the vehicles in the express toll lane.""",['LaneFollow']
"""Veer towards the northwest quadrant.""",['Left']
"""Navigate towards the portside shoulder.""",['Left']
"""Go in the direction of the driver's side.""",['Left']
"""Follow the road curving to the north.""",['Left']
"""Head towards the northernmost quadrant.""",['Left']
"""Proceed towards the sinistral lane at the upcoming junction.""",['Left']
"""Keep on the westward side of the street.""",['Left']
"""Head towards the direction where the sun sets at the next intersection.""",['Left']
"""Drive towards the leftmost lane.""",['Left']
"""Drive along the side that corresponds to the west.""",['Left']
"""Proceed in the counterclockwise lane.""",['Left']
"""Drive along the sinistral side.""",['Left']
"""Keep on the leftward side of the street.""",['Left']
"""Take a turn towards the western boundary.""",['Left']
"""Take the leftward exit at the roundabout.""",['Left']
"""Navigate to the left-leaning side of the road.""",['Left']
"""Make a veer towards the windward direction.""",['Left']
"""Swing to the left at the nearby junction.""",['Left']
"""Shift towards the northwest side of the road.""",['Left']
"""Proceed in the direction that leads away from the right side.""",['Left']
"""Move towards the portside path at the upcoming junction.""",['Left']
"""Direct your course towards the western cardinal point.""",['Left']
"""Proceed towards the leftmost side of the road.""",['Left']
"""Swing towards the occidental side.""",['Left']
"""Make a southerly turn.""",['Left']
"""Navigate towards the direction where daylight wanes.""",['Left']
"""Shift over to the portside lane.""",['Left']
"""Navigate towards the opposite of right.""",['Left']
"""Drive to the portside edge.""",['Left']
"""Follow the left-hand path as you approach the next turn.""",['Left']
"""Curve in the occidental direction.""",['Left']
"""Bear towards the antileft.""",['Left']
"""Curve to the nearside of the road.""",['Left']
"""Head towards the left side of the street.""",['Left']
"""Move your vehicle towards the widdershins.""",['Left']
"""Drive towards the left-hand side.""",['Left']
"""Choose the road leading to the western horizon.""",['Left']
"""Follow the dusk as you turn left at the fork.""",['Left']
"""Veil towards the leftward side at the crossroads.""",['Left']
"""Go in the direction facing the sunset.""",['Left']
"""Take the leftward exit at the upcoming roundabout.""",['Left']
"""Follow the curve towards the counterclockwise direction.""",['Left']
"""Veer towards the leeward direction as you approach the turn.""",['Left']
"""Move towards the left boundary of the road.""",['Left']
"""Drive towards the side where the sun goes down.""",['Left']
"""Bear to the left side of the road.""",['Left']
"""Veer towards the northwest lane.""",['Left']
"""Direct your vehicle towards the westerly route.""",['Left']
"""Follow the leftmost lane to continue straight.""",['Left']
"""Shift leftward to enter the designated turning lane.""",['Left']
"""Move in the leeward direction on the street.""",['Left']
"""Drive to the leftmost edge.""",['Left']
"""Drive towards the leftmost edge of the road at the next turn.""",['Left']
"""Veer off in the direction of the sunset.""",['Left']
"""Navigate in the western direction at the T-junction.""",['Left']
"""Stay on the path leading towards the setting sun.""",['Left']
"""Travel towards the northwestern part of town.""",['Left']
"""Continue along the leftward lane.""",['Left']
"""Follow the road as it curves towards the left side.""",['Left']
"""Head in the sunsetward direction.""",['Left']
"""Curve towards the nearside.""",['Left']
"""Take a turn towards the leftmost lane.""",['Left']
"""Turn towards the west corner.""",['Left']
"""Shift over to the westward lane.""",['Left']
"""Turn towards the occidental side.""",['Left']
"""Veer to the larboard side.""",['Left']
"""Follow the road leading towards the western side.""",['Left']
"""Make a maneuver towards the side opposite of right at the next intersection.""",['Left']
"""Stay on the side facing the sinister to remain on the main route.""",['Left']
"""Head towards the sunset side at the next corner.""",['Left']
"""Direct your course towards the west side.""",['Left']
"""Steer towards the northwest direction at the upcoming intersection.""",['Left']
"""Go in the direction away from turning right.""",['Left']
"""Swing left at the upcoming intersection.""",['Left']
"""Drive in the westerly direction on the road.""",['Left']
"""Guide the vehicle in the near-hand direction.""",['Left']
"""Approach the leftmost curve.""",['Left']
"""Choose the route that leads to the setting sun.""",['Left']
"""Make a hook to the portside.""",['Left']
"""Go in the direction where shadows lengthen.""",['Left']
"""Choose the leftmost route at the split in the road.""",['Left']
"""Proceed towards the left edge of the street.""",['Left']
"""Turn towards the widdershins.""",['Left']
"""Navigate on the side bordering the left.""",['Left']
"""Continue on the sunset side of the road.""",['Left']
"""Bear in the left-hand side.""",['Left']
"""Follow the bend towards the evening horizon.""",['Left']
"""Drive in the left-hand direction.""",['Left']
"""Veer towards the portside lane at the next opportunity.""",['Left']
"""Curve towards the leeward side.""",['Left']
"""Follow the curve towards the direction of the sunset.""",['Left']
"""Glide towards the sinistral lane as you approach the turn.""",['Left']
"""Curve towards the left.""",['Left']
"""Navigate towards the side where the sun sets in the afternoon.""",['Left']
"""Steer towards the nearside direction.""",['Left']
"""Follow the leftward route to continue straight.""",['Left']
"""Proceed towards the anti-starboard side.""",['Left']
"""Follow the route towards the northwest corner.""",['Left']
"""Turn towards the left edge of the road.""",['Left']
"""Steer counterclockwise at the approaching turn.""",['Left']
"""Make a leftward turn at the next intersection.""",['Left']
"""Direct your vehicle westwards at the upcoming split.""",['Left']
"""Turn in the counterclockwise direction.""",['Left']
"""Guide your vehicle in the leftward direction.""",['Left']
"""Direct your vehicle to the leftmost side of the road.""",['Left']
"""Make a leftward turn at the traffic light.""",['Left']
"""Follow the curve to the west.""",['Left']
"""Take the counterclockwise turn at the upcoming roundabout.""",['Left']
"""Bear in the offside direction.""",['Left']
"""Shift to the leftmost lane.""",['Left']
"""Swing left at the forthcoming intersection.""",['Left']
"""Drive in the left lane.""",['Left']
"""Travel in the direction of the northern road.""",['Left']
"""Stay towards the sinistral lane at the upcoming junction.""",['Left']
"""Move in the left-hand direction.""",['Left']
"""Turn towards the portside at the next intersection.""",['Left']
"""Take a leftward exit at the crossroad ahead.""",['Left']
"""Head in the direction of the western horizon.""",['Left']
"""Continue towards the left border.""",['Left']
"""Shift to the southerly side.""",['Left']
"""Guide the car on the side facing the sunset.""",['Left']
"""Navigate towards the counterclockwise path.""",['Left']
"""Drive towards the northwest lane.""",['Left']
"""Veer towards the westward direction.""",['Left']
"""Shift over to the port side lane.""",['Left']
"""Swing to the southward.""",['Left']
"""Swing towards the nearside.""",['Left']
"""Head left at the T-junction ahead.""",['Left']
"""Proceed in the larboard direction.""",['Left']
"""Navigate to the offside.""",['Left']
"""Proceed towards the left-hand route.""",['Left']
"""Head towards the larboard lane at the upcoming traffic light.""",['Left']
"""Travel towards the western part of the city.""",['Left']
"""Proceed in the direction opposite to the right turn.""",['Left']
"""Follow the road as it curves""",['Left']
"""Shift to the northwest lane.""",['Left']
"""Swerve to the northward lane.""",['Left']
"""Head in the westernward direction.""",['Left']
"""Drive towards the left lane.""",['Left']
"""Proceed towards the side indicated by the position of the North Star.""",['Left']
"""Stay on the sinister side to continue on the main route.""",['Left']
"""Merge onto the road heading to the northwest.""",['Left']
"""Drive along the left-hand side of the road.""",['Left']
"""Navigate to the port side at the circular junction.""",['Left']
"""Veer towards the west side of the street.""",['Left']
"""Turn in the direction away from the right side.""",['Left']
"""Steer in the direction of the left-leaning road.""",['Left']
"""Drive along the left edge of the road.""",['Left']
"""Shift towards the driver's side at the intersection.""",['Left']
"""Turn towards the sinister side of the road.""",['Left']
"""Drive towards the portside direction.""",['Left']
"""Glide towards the near side of the road at the upcoming bend.""",['Left']
"""Drive to the antileft edge.""",['Left']
"""Swing to the left at the next junction.""",['Left']
"""Head in the direction of the left turn.""",['Left']
"""Navigate towards the side facing away from the east.""",['Left']
"""Drive towards the left-leaning side of the road.""",['Left']
"""Follow the path towards the left border.""",['Left']
"""Navigate to the widdershins side.""",['Left']
"""Follow the curve leading to the sunset.""",['Left']
"""Swing in the westerly direction at the next turn.""",['Left']
"""Drive along the edge facing the north.""",['Left']
"""Steer to the nearmost side.""",['Left']
"""Shift in the leftward direction at the junction ahead.""",['Left']
"""Veer towards the side that is not right.""",['Left']
"""Head towards the portside lane at the upcoming turn.""",['Left']
"""Merge into the leeward lane.""",['Left']
"""Follow the road bending to the left side.""",['Left']
"""Keep on the sinistral lane.""",['Left']
"""Turn towards the side where the sun sets.""",['Left']
"""Navigate to the side facing the port at the circular intersection.""",['Left']
"""Navigate to the left-leaning side of the highway.""",['Left']
"""Navigate in the leftward direction at the intersection ahead.""",['Left']
"""Shift towards the westerly boundary.""",['Left']
"""Glide towards the leftmost lane at the next crossroad.""",['Left']
"""Turn in the direction of the western route.""",['Left']
"""Proceed in the direction that leads away from the right side of the road.""",['Left']
"""Keep to the leftmost side of the street.""",['Left']
"""Head towards the leftmost lane at the next junction.""",['Left']
"""Turn towards the western orientation.""",['Left']
"""Merge into the lane that leads towards the west.""",['Left']
"""Take the next leftward turn at the traffic light.""",['Left']
"""Head in the port direction at the upcoming crossroad.""",['Left']
"""Drive towards the left-hand edge of the street.""",['Left']
"""Make a leftward turn at the junction.""",['Left']
"""Proceed towards the side indicated by the setting sun.""",['Left']
"""Navigate towards the leftmost side of the road.""",['Left']
"""Turn towards the westernmost lane.""",['Left']
"""Shift towards the left side of the roadway.""",['Left']
"""Drive towards the left side of the road.""",['Left']
"""Make a slight curve towards the leftmost path at the next junction.""",['Left']
"""Curve leftwards at the upcoming bend.""",['Left']
"""Go in the direction of the left-turn lane.""",['Left']
"""Turn to the leftmost side.""",['Left']
"""Stay on the path that sways towards the west.""",['Left']
"""Shift over to the northernmost lane.""",['Left']
"""Drive to the left-hand edge.""",['Left']
"""Head in the western direction at the intersection ahead.""",['Left']
"""Shift your vehicle towards the northern direction.""",['Left']
"""Head towards the northernmost part of the city.""",['Left']
"""Swerve to the leftward lane.""",['Left']
"""Make a lateral maneuver towards the left boundary.""",['Left']
"""Proceed towards the leftmost lane at the signal.""",['Left']
"""Make a turn towards the left side at the next road junction.""",['Left']
"""Head towards the leftmost lane of the road.""",['Left']
"""Proceed in the direction facing the western sky.""",['Left']
"""Stay on the path leading to the setting sun.""",['Left']
"""Proceed towards the left boundary of the road.""",['Left']
"""Navigate towards the portside lane at the upcoming intersection.""",['Left']
"""Turn towards the side opposite of right at the next traffic light.""",['Left']
"""Shift leftward to enter the left-turn lane.""",['Left']
"""Merge into the lane hugging the roadside.""",['Left']
"""Turn on the side towards the sunset.""",['Left']
"""Head towards the left-hand lane.""",['Left']
"""Follow the leftward curve ahead.""",['Left']
"""Follow the route aligning with the western side.""",['Left']
"""Make a gentle curve towards the left-hand side as you approach the turn.""",['Left']
"""Drive to the sinistral.""",['Left']
"""Steer in the widdershins direction.""",['Left']
"""Navigate towards the sunset side.""",['Left']
"""Drive along the left boundary of the road.""",['Left']
"""Shift towards the northwest side of the road at the next turn.""",['Left']
"""Slide over to the portside direction at the next intersection.""",['Left']
"""Drive towards the left boundary of the street.""",['Left']
"""Drift towards the left edge of the road at the upcoming turn.""",['Left']
"""Navigate to the nearside.""",['Left']
"""Curve in the antileft direction.""",['Left']
"""Head towards the northwest corner of the intersection.""",['Left']
"""Guide your vehicle in the leeward direction.""",['Left']
"""Stay towards the left edge of the road.""",['Left']
"""Head towards the sunset direction at the intersection ahead.""",['Left']
"""Curve towards the northern edge of the street.""",['Left']
"""Follow the route towards the leftward curve.""",['Left']
"""Go towards the left boundary at the next intersection.""",['Left']
"""Navigate towards the portside turn.""",['Left']
"""Curve towards the westerly side.""",['Left']
"""Move in the widdershins direction.""",['Left']
"""Navigate towards the leeward turn.""",['Left']
"""Navigate in the leftward direction at the crossroad.""",['Left']
"""Merge into the lane on the western side of the road.""",['Left']
"""Drive towards the left-hand lane at the next junction.""",['Left']
"""Steer in the direction facing the setting sun.""",['Left']
"""Turn in the direction of the north.""",['Left']
"""Direct your vehicle in the left-facing direction.""",['Left']
"""Proceed on the left side of the street.""",['Left']
"""Turn in the direction of the setting sun.""",['Left']
"""Steer to the westward side.""",['Left']
"""Proceed in the larboard lane.""",['Left']
"""Make a leftward turn at the fork in the road.""",['Left']
"""Head towards the direction facing the driver's door.""",['Left']
"""Navigate in the leftward direction at the upcoming junction.""",['Left']
"""Travel along the side opposing the right.""",['Left']
"""Make a left turn at the next intersection.""",['Left']
"""Make a leftward turn.""",['Left']
"""Drive to the widdershins.""",['Left']
"""Follow the leftward turn ahead.""",['Left']
"""Drive towards the left-hand path.""",['Left']
"""Make a leftward hook.""",['Left']
"""Head towards the northern part of the city.""",['Left']
"""Direct your course towards the westward cardinal point.""",['Left']
"""Shift to the westward lane.""",['Left']
"""Swing towards the left edge of the roadway.""",['Left']
"""Turn towards the driver's side at the upcoming roundabout.""",['Left']
"""Steer towards the leeward direction.""",['Left']
"""Veer to the occidental edge.""",['Left']
"""Navigate to the nearward side.""",['Left']
"""Proceed to the side opposite of right after the next stop sign.""",['Left']
"""Steer towards the left-hand lane at the next traffic light.""",['Left']
"""Turn towards the leeward side of the road.""",['Left']
"""Steer towards the westerly direction.""",['Left']
"""Navigate in the opposite direction to the starboard.""",['Left']
"""Proceed towards the larboard side at the next traffic light.""",['Left']
"""Proceed westbound at the upcoming split.""",['Left']
"""Swing to the left at the upcoming bend.""",['Left']
"""Curve towards the northern side of the road.""",['Left']
"""Follow the curve towards the leeward direction.""",['Left']
"""Maneuver towards the western path.""",['Left']
"""Stay on the leftmost side to continue on the main route.""",['Left']
"""Veer towards the sunset side of the road.""",['Left']
"""Steer towards the left bank of the road.""",['Left']
"""Proceed towards the setting sun.""",['Left']
"""Head towards the widdershins lane.""",['Left']
"""Drive to the antileft.""",['Left']
"""Proceed to the portside.""",['Left']
"""Head in the direction where the sun hides.""",['Left']
"""Make a turn towards the western horizon.""",['Left']
"""Merge into the lane on the port side of the road.""",['Left']
"""Take a turn towards the leftmost side of the street.""",['Left']
"""Glide towards the leftmost path as you approach the turn.""",['Left']
"""Proceed in the leftmost direction.""",['Left']
"""Merge onto the road heading northwest.""",['Left']
"""Steer towards the larboard lane.""",['Left']
"""Head towards the northern side of the road.""",['Left']
"""Follow the leftward bend in the road.""",['Left']
"""Maneuver towards the setting sun.""",['Left']
"""Shift towards the leftmost lane on the highway.""",['Left']
"""Navigate towards the side corresponding to the west.""",['Left']
"""Drive on the left side of the road.""",['Left']
"""Travel in the direction opposite to the starboard.""",['Left']
"""Navigate towards the side aligned with the left curb.""",['Left']
"""Turn in the direction of the westerly side.""",['Left']
"""Drive on the leeward side of the street.""",['Left']
"""Go in the direction where the sun dips low.""",['Left']
"""Head towards the leftmost lane at the next turn.""",['Left']
"""Go west at the next turn.""",['Left']
"""Go in the direction of the setting sun.""",['Left']
"""Stay on the westerly path.""",['Left']
"""Veer to the leftmost side of the road.""",['Left']
"""Take a turn towards the left-hand side.""",['Left']
"""Go in the leftward direction.""",['Left']
"""Proceed towards the left edge of the road at the next crossroads.""",['Left']
"""Proceed in the sinister direction.""",['Left']
"""Make a turn towards the side opposite of right at the next street.""",['Left']
"""Drive in the opposite direction of right.""",['Left']
"""Turn towards the sunrise.""",['Left']
"""Head in the portward direction at the upcoming junction.""",['Left']
"""Continue driving in the direction that is not right.""",['Left']
"""Turn towards the portside.""",['Left']
"""Steer towards the westmost side of the road.""",['Left']
"""Veer towards the leftmost lane ahead.""",['Left']
"""Head towards the westward side of the street.""",['Left']
"""Travel along the westerly path.""",['Left']
"""Go in the direction opposite of turning right.""",['Left']
"""Proceed in the windward direction.""",['Left']
"""Veer towards the port side.""",['Left']
"""Steer to the larboard side.""",['Left']
"""Merge into the lane closest to the edge.""",['Left']
"""Drive to the occidental side.""",['Left']
"""Drive towards the leftmost side of the road.""",['Left']
"""Curve in the westerly direction at the next turn.""",['Left']
"""Veer towards the left lane.""",['Left']
"""Stay towards the anti-clockwise direction.""",['Left']
"""Go in the direction where shadows extend.""",['Left']
"""Make a leftward turn at the traffic light ahead.""",['Left']
"""Stay on the larboard side.""",['Left']
"""Move towards the sinistral path at the upcoming junction.""",['Left']
"""Shift to the leftmost side.""",['Left']
"""Head in the direction that aligns with the side of the sunset.""",['Left']
"""Turn in the direction of the left turn.""",['Left']
"""Drive along the side corresponding to the west.""",['Left']
"""Move towards the sinister direction at the crossroads.""",['Left']
"""Veer to the left side of the street.""",['Left']
"""Continue on the leftward lane.""",['Left']
"""Head in the nearward direction.""",['Left']
"""Merge into the lane hugging the left side.""",['Left']
"""Direct your vehicle towards the sunset horizon.""",['Left']
"""Proceed in the nearward direction.""",['Left']
"""Proceed towards the leeward lane.""",['Left']
"""Follow the path towards the north.""",['Left']
"""Steer in the direction of the northwest corner.""",['Left']
"""Curve in the larboard direction.""",['Left']
"""Guide your vehicle towards the left lane.""",['Left']
"""Navigate on the path that borders the left side.""",['Left']
"""Proceed towards the left boundary of the street.""",['Left']
"""Steer in the direction opposite to the rising sun.""",['Left']
"""Go in the direction of the leftmost lane.""",['Left']
"""Take the counterclockwise path at the upcoming intersection.""",['Left']
"""Proceed by turning in the direction not aligning with right.""",['Left']
"""Drive in the westerly direction.""",['Left']
"""Turn the wheel in the direction opposite of right.""",['Left']
"""Turn towards the portside of the road.""",['Left']
"""Follow the curve to the port side of the road.""",['Left']
"""Head in the direction where the sun sets.""",['Left']
"""Curve to the portside lane.""",['Left']
"""Steer towards the portside direction.""",['Left']
"""Shift towards the nearside lane.""",['Left']
"""Continue on the portside track.""",['Left']
"""Bear towards the sunset direction.""",['Left']
"""Proceed in the direction facing the sundown.""",['Left']
"""Take a left turn at the junction.""",['Left']
"""Make a left-hand turn at the stop sign.""",['Left']
"""Head towards the left edge of the road at the next crossroads.""",['Left']
"""Navigate towards the westward route.""",['Left']
"""Drive in the direction of the sunset.""",['Left']
"""Veer towards the northward side.""",['Left']
"""Bear towards the leeward path as you continue driving.""",['Left']
"""Steer towards the westmost direction.""",['Left']
"""Navigate in the westerly direction at the next intersection.""",['Left']
"""Direct the car to the side that aligns with the west.""",['Left']
"""Drive on the port side of the road.""",['Left']
"""Shift over to the counterclockwise lane.""",['Left']
"""Proceed westward at the upcoming intersection.""",['Left']
"""Drive towards the sunset side.""",['Left']
"""Navigate towards the setting sun.""",['Left']
"""Head in the direction where the sun goes down.""",['Left']
"""Follow the leeward path as you approach the upcoming turn.""",['Left']
"""Navigate towards the occidental.""",['Left']
"""Proceed on the pathway leading to the sunset.""",['Left']
"""Shift towards the left-hand side of the road.""",['Left']
"""Go in the direction where the sun fades.""",['Left']
"""Maneuver counterclockwise at the next junction.""",['Left']
"""Follow the road as it bends leftward.""",['Left']
"""Make a left turn at the next crossroad.""",['Left']
"""Proceed towards the left-hand side at the next intersection.""",['Left']
"""Approach the leftmost curvature.""",['Left']
"""Navigate towards the westward path.""",['Left']
"""Drive along the left boundary.""",['Left']
"""Move towards the left edge of the road.""",['Left']
"""Head in the widdershins lane.""",['Left']
"""Take a turn towards the westward direction.""",['Left']
"""Head towards the port side of the road.""",['Left']
"""Choose the portside route at the next intersection.""",['Left']
"""Head towards the northwest.""",['Left']
"""Proceed towards the westward lane at the fork ahead.""",['Left']
"""Take the leftward route at the next crossroad.""",['Left']
"""Veer to the antileft side.""",['Left']
"""Choose the leftward path at the traffic light.""",['Left']
"""Guide the vehicle leftward.""",['Left']
"""Continue on the sinistral side of the roadway.""",['Left']
"""Drive along the edge that faces the north.""",['Left']
"""Proceed in the direction facing the sunset.""",['Left']
"""Swerve to the larboard lane.""",['Left']
"""Continue in the opposite direction of the starboard.""",['Left']
"""Navigate towards the leftmost side.""",['Left']
"""Take a turn towards the setting sun.""",['Left']
"""Steer in the direction of the sunset.""",['Left']
"""Shift to the nearward direction.""",['Left']
"""Make your way towards the left edge.""",['Left']
"""Head in the sinistral direction.""",['Left']
"""Shift towards the west-facing side.""",['Left']
"""Direct your vehicle to the windward side.""",['Left']
"""Stay towards the larboard side as you continue on the road.""",['Left']
"""Navigate to the northward side at the circular road.""",['Left']
"""Head in the northwestward direction.""",['Left']
"""Drive in the portside direction.""",['Left']
"""Drive towards the westward direction.""",['Left']
"""Navigate towards the westernmost point ahead.""",['Left']
"""Veer towards the intersection leading to the north.""",['Left']
"""Stay towards the near side as you continue on the road.""",['Left']
"""Swing left at the upcoming fork.""",['Left']
"""Proceed towards the southbound lane.""",['Left']
"""Travel in the widdershins route.""",['Left']
"""Merge into the westmost lane.""",['Left']
"""Follow the road curving towards the left.""",['Left']
"""Make a lateral move towards the left side of the road.""",['Left']
"""Travel towards the left-hand side of the road.""",['Left']
"""Shift towards the westward lane at the upcoming split.""",['Left']
"""Steer towards the leeward side.""",['Left']
"""Steer the vehicle towards the side facing the sunset.""",['Left']
"""Steer in the widdershins direction.""",['Left']
"""Stay on the path leading to the western sky.""",['Left']
"""Continue in the leeward lane.""",['Left']
"""Go along the leftward path.""",['Left']
"""Turn towards the port side.""",['Left']
"""Keep to the left-hand side of the highway.""",['Left']
"""Veer off to the left-hand side at the crossroads.""",['Left']
"""Steer towards the north quadrant.""",['Left']
"""Curve towards the western direction.""",['Left']
"""Head in the leftward direction.""",['Left']
"""Veer towards the westerly lane at the next opportunity.""",['Left']
"""Head in the direction of the setting sun.""",['Left']
"""Proceed on the port side of the road.""",['Left']
"""Veer towards the left-hand side of the road.""",['Left']
"""Navigate to the portside at the roundabout.""",['Left']
"""Drive on the side corresponding to the west direction.""",['Left']
"""Navigate to the larboard side.""",['Left']
"""Turn your vehicle in the direction facing the dusk.""",['Left']
"""Take the left-hand path at the crossroads.""",['Left']
"""Drive in the direction of the leftmost boundary.""",['Left']
"""Curve towards the left curvature ahead.""",['Left']
"""Continue driving towards the western part of the city.""",['Left']
"""Move in the larboard direction.""",['Left']
"""Position yourself on the leftmost lane ahead.""",['Left']
"""Turn in the leftmost direction.""",['Left']
"""Make your way towards the westward side.""",['Left']
"""Stay on the larboard to continue on the main route.""",['Left']
"""Stay on the side that veers towards the sinister to continue on the main road.""",['Left']
"""Navigate towards the leftmost path.""",['Left']
"""Veer off towards the intersection on the north side.""",['Left']
"""Steer to the larboard edge.""",['Left']
"""Drive towards the sinister side of the road.""",['Left']
"""Make a veer towards the port side.""",['Left']
"""Veer in the direction opposite of starboard.""",['Left']
"""Steer in the direction of the leftmost lane.""",['Left']
"""Shift towards the left shoulder of the road.""",['Left']
"""Proceed towards the left side of the street.""",['Left']
"""Travel along the leftmost path.""",['Left']
"""Choose the leftward direction at the upcoming intersection.""",['Left']
"""Choose the pathway leading to the sunset.""",['Left']
"""Turn your vehicle towards the dusk.""",['Left']
"""Bear towards the left-facing route.""",['Left']
"""Go towards the direction where shadows lengthen.""",['Left']
"""Head towards the left corner of the intersection.""",['Left']
"""Drive on the side facing north.""",['Left']
"""Head in the direction facing the leftmost lane.""",['Left']
"""Curve towards the sinistral direction.""",['Left']
"""Stay on the northernmost lane.""",['Left']
"""Head in the near-hand direction.""",['Left']
"""Veer in the leeward direction.""",['Left']
"""Direct the car towards the westward side.""",['Left']
"""Follow the route leading to the west.""",['Left']
"""Head towards the horizon where the sun sets.""",['Left']
"""Proceed towards the northwest border.""",['Left']
"""Turn towards the westward side.""",['Left']
"""Proceed towards the port side at the traffic signal.""",['Left']
"""Navigate in the port quadrant.""",['Left']
"""Veer towards the larboard lane at the upcoming traffic""",['Left']
"""Veer in the leftward direction.""",['Left']
"""Choose the leeward side as you approach the next turn.""",['Left']
"""Drive towards the westerly border.""",['Left']
"""Follow the path that leads towards the western side as you turn left.""",['Left']
"""Turn the vehicle in the direction away from the right-hand side.""",['Left']
"""Steer in the direction of the sunset.""",['Left']
"""Proceed towards the left-hand side.""",['Left']
"""Drive towards the counterclockwise turn.""",['Left']
"""Head towards the left boundary of the road.""",['Left']
"""Drive towards the left edge.""",['Left']
"""Head in the direction where the sun goes down below the horizon.""",['Left']
"""Head in the direction aligning with the left curb.""",['Left']
"""Turn towards the left side at the T-junction.""",['Left']
"""Move in the sinister direction.""",['Left']
"""Follow the leftward path as you continue on the road.""",['Left']
"""Take a turn towards the direction where daylight ends.""",['Left']
"""Turn in the direction facing the setting sun.""",['Left']
"""Merge into the windward lane.""",['Left']
"""Shift over to the side that leads to the northern destination.""",['Left']
"""Head towards the direction opposite of turning right.""",['Left']
"""Navigate towards the sunset direction.""",['Left']
"""Turn in the direction of the setting star.""",['Left']
"""Head in the portside direction.""",['Left']
"""Merge into the sinister lane.""",['Left']
"""Travel in the portside direction.""",['Left']
"""Take the left-hand path at the upcoming intersection.""",['Left']
"""Move towards the larboard.""",['Left']
"""Transition into the left-hand lane at the split in the road.""",['Left']
"""Steer to the sinistral side.""",['Left']
"""Shift leftward to enter the designated left-turn lane.""",['Left']
"""Drive on the portside track.""",['Left']
"""Steer towards the northern route.""",['Left']
"""Move towards the left-hand side as you continue on the road.""",['Left']
"""Drive in the direction of the northern route.""",['Left']
"""Head in the direction of the westerly edge.""",['Left']
"""Proceed towards the cardinal point.""",['Left']
"""Follow the leftward route as you continue driving.""",['Left']
"""Take the leftward street at the upcoming traffic light.""",['Left']
"""Head in the sunset direction at the next junction.""",['Left']
"""Swing towards the leeward direction.""",['Left']
"""Go towards the left edge of the roadway.""",['Left']
"""Shift towards the sinistral.""",['Left']
"""Head towards the sinister side of the road.""",['Left']
"""Proceed by turning the wheel away from the right side.""",['Left']
"""Merge into the left-hand lane at the next intersection.""",['Left']
"""Head towards the western edge.""",['Left']
"""Bear to the left-facing direction.""",['Left']
"""Make a maneuver towards the side that is not right at the upcoming street.""",['Left']
"""Bear towards the leftmost side at the next intersection.""",['Left']
"""Navigate in the direction of the setting sun.""",['Left']
"""Follow the road that leads to the western side.""",['Left']
"""Shift your car towards the port direction.""",['Left']
"""Head towards the side where the day ends.""",['Left']
"""Go towards the left curve.""",['Left']
"""Follow the sun as you turn to the west.""",['Left']
"""Make a leeward turn.""",['Left']
"""Maneuver in the direction opposite to the right-hand side.""",['Left']
"""Proceed towards the leftmost point.""",['Left']
"""Make your way towards the westernmost route.""",['Left']
"""Turn towards the nearside of the road.""",['Left']
"""Proceed towards the leftward route.""",['Left']
"""Proceed towards the side where the sun sets.""",['Left']
"""Direct your course towards the portside cardinal point.""",['Left']
"""Proceed towards the westward direction at the upcoming split.""",['Left']
"""Direct your vehicle to the sinistral side.""",['Left']
"""Curve in the larboard direction.""",['Left']
"""Navigate to the left-hand side.""",['Left']
"""Follow the path towards the northwest corner.""",['Left']
"""Curve towards the westbound direction.""",['Left']
"""Go in the westward direction.""",['Left']
"""Merge into the portside lane.""",['Left']
"""Stay on the path leading to the left horizon.""",['Left']
"""Head towards the leftward edge of the road.""",['Left']
"""Merge into the lane on the leftmost side of the road.""",['Left']
"""Turn at the intersection leading to the north.""",['Left']
"""Navigate towards the northern quadrant.""",['Left']
"""Turn towards the opposite direction of the right turn.""",['Left']
"""Turn towards the left direction at the crossroads.""",['Left']
"""Continue driving towards the left side of the road ahead.""",['Left']
"""Veer to the offside.""",['Left']
"""Direct your vehicle to the leeward side.""",['Left']
"""Shift towards the larboard side.""",['Left']
"""Head towards the left path.""",['Left']
"""Drive on the side that aligns with the west.""",['Left']
"""Veer towards the northwestern boundary.""",['Left']
"""Make a turn towards the sunset position.""",['Left']
"""Follow the path towards the west as you turn to the left.""",['Left']
"""Steer leftwards at the fork in the road.""",['Left']
